# No.	Zi	Source	IDC	Component A	Component B, or
# No.	Zi	Source	Single	IDC	Component.
# See `docs/lintelstat.py` for more details.
51511	𥵫	GTP	⿱	𥫗	聚
51512	𥵬	GT	⿱	𥫗	廖
51514	𥵮	GT	⿱	𥫗	𦁤
51516	𥵰	GT	⿱	𥫗	槅
51517	𥵱	GT	⿱	𥫗	𡙳
51519	𥵳	GTP	⿱	𥫗	翣
51520	𥵴	GT	⿱	𥫗	慜
51521	𥵵	GT	⿱	𥫗	幕
51523	𥵷	G	⿱	𥫗	貍
51525	𥵹	T	⿱	𥫗	綜
51527	𥵻	T	⿱	𥫗	維
51530	𥵾	V	⿱	𥫗	種
51531	𥵿	V	⿱	𥫗	蒙
51532	𥶀	V	⿱	𥫗	䋲
51533	𥶁	V	⿱	𥫗	辣
51534	𥶂	V	⿰	箕	多
51535	𥶃	V	⿱	𥫗	夢
51536	𥶄	V	⿱	𥫗	嫩
51537	𥶅	G	⿱	𥫗	澑
51538	𥶆	GT	⿱	𥫗	閭
51539	𥶇	GTV	⿱	𥫗	魯
51540	𥶈	GT	⿱	𥫗	皺
51542	𥶊	GT	⿱	篹	皿
51543	𥶋	GT	⿱	𥫗	幡
51544	𥶌	GTP	⿱	𥫗	慮
51545	𥶍	GT	⿱	𥫗	緩
51547	𥶏	GT	⿱	𥫗	調
51548	𥶐	GT	⿱	𥫗	隤
51549	𥶑	GT	⿱	𥫗	養
51550	𥶒	GT	⿱	𥫗	㷠
51551	𥶓	GT	⿱	𥫗	罷
51552	𥶔	GT	⿱	𥫗	麃
51554	𥶖	GT	⿱	𥫗	𦋺
51556	𥶘	GT	⿱	𥫗	寫
51557	𥶙	GHT	⿱	𥫗	慧
51559	𥶛	GT	⿱	𥫗	踶
51560	𥶜	GT	⿱	𥫗	嫴
51561	𥶝	GT	⿱	𥫗	㢡
51564	𥶠	G	⿱	𥫗	槮
51565	𥶡	J	⿱	𥫗	輪
51567	𥶣	T	⿱	𥫗	寮
51569	𥶥	T	⿱	𥫗	樋
51570	𥶦	T	⿱	𥫗	賣
51572	𥶨	T	⿱	𥫗	螂
51573	𥶩	T	⿱	𥫗	影
51574	𥶪	GT	⿱	𥫗	𢵄
51575	𥶫	GT	⿱	𥫗	𡡾
51576	𥶬	G	⿱	篲	灬
51577	𥶭	G	⿱	𥫗	𠏉
51578	𥶮	V	⿱	𥫗	槯
51579	𥶯	V	⿰	鬼	笛
51580	𥶰	V	⿱	𥫗	層
51581	𥶱	V	⿱	𥫗	魄
51582	𥶲	V	⿱	𥫗	磊
51583	𥶳	V	⿱	𥫗	緘
51584	𥶴	GT	⿱	𥫗	墮
51585	𥶵	GT	⿱	𥫗	毇
51586	𥶶	GTP	⿱	𥫗	𰏮
51587	𥶷	GT	⿱	𥫗	選
51588	𥶸	GT	⿱	𥫗	甎
51589	𥶹	G	⿱	𥫗	静
51589	𥶹	HT	⿱	𥫗	靜
51591	𥶻	GTP	⿱	𥫗	隨
51592	𥶼	GT	⿱	𥫗	隧
51593	𥶽	G	⿱	𥫗	衞
51593	𥶽	TP	⿱	𥫗	衛
51594	𥶾	GTU	⿱	𥫗	隷
51595	𥶿	GT	⿱	𥫗	閻
51596	𥷀	GT	⿱	𥫗	燕
51597	𥷁	GT	⿱	𥫗	辦
51598	𥷂	GT	⿱	𥫗	𢍮
51599	𥷃	GT	⿱	𥫗	槳
51601	𥷅	GT	⿱	𥫗	㷴
51602	𥷆	GT	⿱	𥫗	縠
51603	𥷇	GT	⿱	𥫗	器
51604	𥷈	GT	⿱	𥫗	橦
51606	𥷊	G	⿱	𥫗	遼
51607	𥷋	G	⿱	𥫗	𰕣
51608	𥷌	T	⿱	𥫗	憨
51610	𥷎	T	⿱	𥫗	頻
51611	𥷏	T	⿱	𥫗	錦
51613	𥷑	TK	⿱	𥫗	觱
51614	𥷒	V	⿱	𥫗	歷
51615	𥷓	V	⿱	𥫗	餒
51616	𥷔	GT	⿱	𥫗	輿
51618	𥷖	GT	⿱	𥫗	甐
51619	𥷗	GTP	⿱	𥫗	隸
51620	𥷘	GT	⿱	𥫗	擢
51621	𥷙	GT	⿱	𥫗	罽
51625	𥷝	GT	⿱	𥫗	臀
51629	𥷡	T	⿱	𥫗	㷿
51630	𥷢	GT	⿱	𥫗	𭄘
51631	𥷣	GT	⿱	𥫗	𠮎
51633	𥷥	G	⿱	𥫗	鞠
51634	𥷦	G	⿱	𥱾	早
51635	𥷧	V	⿱	𥫗	濯
51636	𥷨	GT	⿱	𥫗	聶
51637	𥷩	GT	⿱	𥫗	雜
51638	𥷪	GT	⿱	𥫗	㩥
51639	𥷫	GTP	⿱	𥫗	黠
51640	𥷬	GTP	⿱	𥫗	雚
51642	𥷮	GT	⿱	𥫗	爵
51644	𥷰	GT	⿱	𥫗	瀐
51645	𥷱	GT	⿱	𥫗	覆
51647	𥷳	G	⿱	𥫗	齕
51650	𥷶	Z	⿱	𥫗	𫲓
51652	𥷸	GT	⿱	𥫗	𦔡
51654	𥷺	V	⿱	𥫗	謨
51655	𥷻	V	⿱	𥫗	𩄲
51656	𥷼	GT	⿱	𥫗	蹵
51657	𥷽	GT	⿱	𥫗	臋
51658	𥷾	GT	⿱	𥫗	羆
51659	𥷿	GT	⿱	𥫗	𤳯
51660	𥸀	GT	⿱	𥫗	璽
51661	𥸁	V	⿱	𥫗	難
51662	𥸂	G	⿱	𥫗	𡃫
51664	𥸄	V	⿱	𥫗	譖
51665	𥸅	T	⿱	𥫗	𨘢
51666	𥸆	V	⿱	𥫗	臘
51668	𥸈	GT	⿱	𥫗	黨
51669	𥸉	GTP	⿱	𥫗	㰍
51669	𥸉	X	⿱	籠	木
51670	𥸊	GT	⿱	𥫗	顡
51671	𥸋	GT	⿱	𥫗	𥽂
51672	𥸌	G	⿱	𥫗	䨇
51673	𥸍	V	⿱	𥫗	闡
51674	𥸎	HTV	⿱	𥫗	騰
51676	𥸐	GT	⿱	𥫗	露
51678	𥸒	V	⿱	𥫗	曩
51679	𥸓	V	⿱	𥫗	攝
51681	𥸕	G	⿱	𥫗	纍
51683	𥸗	GT	⿱	𥫗	灑
51684	𥸘	GT	⿱	𥫗	𱪘
51685	𥸙	T	⿱	𥫗	躘
51686	𥸚	G	⿱	𥫗	覿
51687	𥸛	G	⿱	𥫗	齪
51689	𥸝	V	⿱	𥫗	讃
51690	𥸞	G	⿱	𥫗	䶞
51692	𥸠	V	⿱	𥫗	體
51693	𥸡	GT	⿱	𥫗	贛
51694	𥸢	GT	⿱	𥫗	蠶
51695	𥸣	GT	⿱	𥫗	黵
51696	𥸤	G	⿰	籥	頁
51697	𥸥	GTP	⿹	𠃌	米
51698	𥸦	T	⿹	⺄	米
51699	𥸧	GTP	⿰	米	丁
51701	𥸩	T	⿰	米	又
51702	𥸪	G	⿱	米	人
51704	𥸬	GTP	⿰	米	阝
51705	𥸭	GT	⿱	米	廾
51706	𥸮	J	⿱	土	米
51707	𥸯	T	⿰	米	万
51708	𥸰	T	⿰	米	亍
51709	𥸱	T	⿰	米	凢
51710	𥸲	G	⿰	米	弓
51711	𥸳	GT	⿰	米	支
51712	𥸴	GTKP	⿰	米	丏
51712	𥸴	Z	⿰	米	丐
51713	𥸵	GT	⿰	米	屯
51714	𥸶	GT	⿱	米	开
51715	𥸷	GTV	⿰	米	欠
51717	𥸹	T	⿰	米	文
51718	𥸺	T	⿰	米	片
51720	𥸼	T	⿰	米	匁
51721	𥸽	G	⿰	米	气
51722	𥸾	GT	⿰	米	卬
51723	𥸿	V	⿺	巴	米
51724	𥹀	V	⿰	米	心
51725	𥹁	GTP	⿰	米	乍
51726	𥹂	GT	⿰	米	丕
51727	𥹃	GTP	⿰	米	付
51728	𥹄	GP	⿱	？	釆
51729	𥹅	GT	⿰	米	必
51730	𥹆	GTP	⿱	米	尼
51731	𥹇	GTP	⿰	米	弁
51732	𥹈	GT	⿰	米	它
51733	𥹉	GHT	⿰	米	㘝
51734	𥹊	GTP	⿰	米	四
51735	𥹋	GTV	⿰	米	台
51736	𥹌	GT	⿱	加	米
51737	𥹍	GT	⿰	米	宁
51738	𥹎	GT	⿰	米	𢆉
51740	𥹐	T	⿱	⺊	𠩕
51741	𥹑	T	⿰	米	世
51742	𥹒	T	⿰	米	平
51743	𥹓	G	⿰	米	去
51744	𥹔	G	⿰	米	犮
51745	𥹕	GT	⿰	米	令
51746	𥹖	GTJ	⿰	米	皮
51747	𥹗	G	⿰	米	阤
51748	𥹘	V	⿰	米	丙
51749	𥹙	V	⿰	米	召
51750	𥹚	GTP	⿰	米	亘
51752	𥹜	GTP	⿰	米	交
51753	𥹝	GT	⿰	米	向
51754	𥹞	GTV	⿰	米	曳
51756	𥹠	GTV	⿰	米	多
51757	𥹡	GT	⿱	如	米
51758	𥹢	GTJ	⿱	米	耳
51760	𥹤	T	⿰	米	𠕋
51760	𥹤	P	⿰	米	？
51761	𥹥	J	⿰	米	当
51762	𥹦	T	⿱	汛	米
51763	𥹧	T	⿰	米	聿
51764	𥹨	T	⿰	米	式
51765	𥹩	G	⿰	米	寺
51766	𥹪	G	⿰	米	夅
51767	𥹫	GT	⿰	米	米
51768	𥹬	GV	⿰	米	考
51769	𥹭	GT	⿱	㲽	米
51770	𥹮	K	⿰	米	舛
51771	𥹯	V	⿰	米	耒
51772	𥹰	V	⿰	娄	久
51773	𥹱	G	⿰	米	幼
51774	𥹲	G	⿰	米	兑
51774	𥹲	TP	⿰	米	兌
51775	𥹳	GT	⿰	米	完
51776	𥹴	GT	⿰	米	步
51777	𥹵	GTV	⿰	米	束
51778	𥹶	GTP	⿰	米	肖
51779	𥹷	GT	⿰	米	㐬
51780	𥹸	GTPV	⿰	米	孛
51781	𥹹	GT	⿱	尾	米
51785	𥹽	GT	⿰	米	寽
51786	𥹾	GT	⿰	米	夆
51787	𥹿	GT	⿱	米	𪢾
51788	𥺀	G	⿰	米	弟
51789	𥺁	H	⿰	米	庒
51790	𥺂	H	⿰	米	冏
51791	𥺃	H	⿰	米	志
51792	𥺄	T	⿰	米	孝
51793	𥺅	T	⿰	米	寿
51794	𥺆	T	⿰	米	呈
51796	𥺈	GT	⿰	米	折
51797	𥺉	GT	⿰	米	豆
51798	𥺊	GV	⿰	米	告
51800	𥺌	G	⿰	米	余
51801	𥺍	G	⿰	米	罕
51802	𥺎	V	⿰	米	貝
51803	𥺏	V	⿰	米	吹
51804	𥺐	V	⿰	米	听
51805	𥺑	V	⿰	米	𠬶
51806	𥺒	V	⿰	米	甹
51807	𥺓	V	⿰	米	呂
51807	𥺓	Z	⿰	米	吕
51808	𥺔	V	⿱	吹	米
51809	𥺕	V	⿰	米	把
51810	𥺖	V	⿰	米	否
51812	𥺘	GTP	⿰	米	非
51813	𥺙	GT	⿰	米	夌
51814	𥺚	GTP	⿰	米	析
51815	𥺛	GP	⿰	米	𤰞
51816	𥺜	GT	⿱	泥	米
51817	𥺝	GTP	⿰	米	周
51818	𥺞	GT	⿰	米	育
51819	𥺟	GT	⿱	非	米
51820	𥺠	GT	⿱	？	米
51821	𥺡	GT	⿰	米	陁
51822	𥺢	GTP	⿰	米	备
51824	𥺤	GT	⿱	叔	米
51825	𥺥	G	⿰	米	宜
51826	𥺦	H	⿰	米	店
51827	𥺧	T	⿰	米	庚
51829	𥺩	T	⿰	米	𠧦
51830	𥺪	T	⿰	米	𦙟
51831	𥺫	T	⿰	米	𠤻
51832	𥺬	T	⿰	米	孟
51833	𥺭	T	⿰	米	𡘆
51834	𥺮	T	⿰	米	昔
51835	𥺯	T	⿰	米	芬
51836	𥺰	T	⿰	米	杲
51837	𥺱	T	⿰	米	叔
51838	𥺲	T	⿰	米	爭
51838	𥺲	Z	⿰	米	争
51839	𥺳	GT	⿰	米	𦙃
51840	𥺴	GT	⿰	米	念
51842	𥺶	GT	⿰	米	𡱁
51843	𥺷	G	⿰	米	屈
51845	𥺹	V	⿰	米	宛
51846	𥺺	V	⿰	米	岦
51847	𥺻	V	⿰	米	金
51848	𥺼	HT	⿰	米	亞
51849	𥺽	V	⿰	米	侖
51850	𥺾	V	⿰	米	肯
51851	𥺿	V	⿰	米	奇
51852	𥻀	G	⿰	米	咎
51853	𥻁	GT	⿰	米	耑
51854	𥻂	GTJP	⿰	米	柬
51855	𥻃	GTP	⿰	米	剌
51856	𥻄	GT	⿰	米	皆
51857	𥻅	GTP	⿰	米	畐
51858	𥻆	GT	⿱	𠧪	米
51859	𥻇	GTPV	⿰	米	咸
51860	𥻈	GT	⿰	米	枼
51861	𥻉	GT	⿰	米	曷
51863	𥻋	GT	⿰	粦	八
51864	𥻌	GT	⿱	剌	米
51865	𥻍	GTP	⿰	米	𣆊
51866	𥻎	GT	⿱	米	𡋍
51867	𥻏	GT	⿰	米	思
51868	𥻐	GTP	⿰	米	屎
51869	𥻑	GT	⿰	米	禺
51870	𥻒	GT	⿰	米	𪤹
51871	𥻓	GTKP	⿰	米	咨
51874	𥻖	GT	⿰	米	㒸
51875	𥻗	GHU	⿰	米	查
51876	𥻘	GHJ	⿰	粦	巛
51877	𥻙	TV	⿰	米	美
51878	𥻚	T	⿰	米	音
51879	𥻛	T	⿰	米	垔
51881	𥻝	G	⿰	米	重
51882	𥻞	G	⿰	米	客
51883	𥻟	G	⿰	米	耎
51884	𥻠	V	⿰	米	眇
51885	𥻡	V	⿰	米	眉
51886	𥻢	V	⿰	米	咱
51887	𥻣	V	⿰	米	持
51888	𥻤	GTP	⿰	米	芻
51889	𥻥	GTP	⿰	米	鬲
51890	𥻦	GT	⿱	殺	米
51891	𥻧	GTPV	⿰	米	兼
51892	𥻨	GTJP	⿰	米	索
51893	𥻩	GTP	⿰	米	冥
51895	𥻫	GT	⿱	𥸨	𥸨
51896	𥻬	GT	⿰	米	隻
51897	𥻭	GT	⿰	米	旁
51898	𥻮	GTPV	⿰	米	宰
51900	𥻰	GT	⿱	米	冓
51901	𥻱	T	⿰	米	員
51902	𥻲	T	⿰	米	倉
51903	𥻳	GT	⿰	𰧭	籴
51903	𥻳	U	⿰	𥘈	籴
51904	𥻴	G	⿺	夏	米
51905	𥻵	G	⿰	米	時
51906	𥻶	G	⿰	米	豈
51907	𥻷	G	⿰	米	皋
51908	𥻸	V	⿰	米	𦊚
51909	𥻹	V	⿰	米	茶
51910	𥻺	V	⿰	米	奚
51911	𥻻	V	⿰	米	納
51912	𥻼	V	⿰	米	烏
51914	𥻾	G	⿱	𥹫	及
51915	𥻿	GTP	⿰	米	离
51916	𥼀	GT	⿰	米	戚
51917	𥼁	GT	⿰	米	率
51918	𥼂	GTP	⿰	米	崔
51919	𥼃	GTP	⿰	米	責
51920	𥼄	GT	⿰	米	𥞫
51921	𥼅	GT	⿸	𭆆	米
51922	𥼆	GT	⿱	殸	米
51926	𥼊	G	⿰	米	庳
51927	𥼋	G	⿸	𠩺	米
51928	𥼌	T	⿰	米	庶
51929	𥼍	T	⿰	米	宿
51935	𥼓	T	⿰	米	𤰈
51936	𥼔	G	⿰	米	淅
51937	𥼕	V	⿰	米	笠
51938	𥼖	V	⿰	米	敏
51939	𥼗	G	⿰	米	麁
51940	𥼘	GT	⿰	米	幾
51942	𥼚	GHTP	⿰	米	焦
51943	𥼛	GT	⿱	毳	米
51944	𥼜	GT	⿰	米	菐
51945	𥼝	GTP	⿰	米	禽
51946	𥼞	GT	⿰	米	𰞴
51947	𥼟	G	⿰	米	衆
51947	𥼟	T	⿰	米	眾
51948	𥼠	GT	⿰	米	棐
51951	𥼣	J	⿰	米	無
51952	𥼤	TP	⿰	米	斯
51955	𥼧	T	⿰	米	菓
51957	𥼩	G	⿰	米	貴
51958	𥼪	G	⿰	米	㫺
51960	𥼬	G	⿱	𥹫	米
51961	𥼭	G	⿰	米	粦
51963	𥼯	G	⿰	米	黑
51964	𥼰	K	⿰	米	登
51965	𥼱	V	⿰	米	喬
51966	𥼲	V	⿰	米	敢
51967	𥼳	V	⿰	米	惡
51968	𥼴	G	⿰	米	間
51969	𥼵	T	⿰	米	盛
51970	𥼶	GTP	⿰	米	睪
51971	𥼷	GTP	⿰	米	亶
51972	𥼸	GT	⿰	米	零
51973	𥼹	GP	⿰	米	毁
51973	𥼹	T	⿰	米	毀
51974	𥼺	GTP	⿰	米	辠
51975	𥼻	GT	⿰	米	資
51976	𥼼	GT	⿰	米	敷
51977	𥼽	GT	⿰	米	當
51978	𥼾	GT	⿰	米	喿
51980	𥽀	GT	⿰	粜	隹
51981	𥽁	GT	⿰	米	飲
51982	𥽂	G	⿱	毁	米
51982	𥽂	T	⿱	毀	米
51983	𥽃	GT	⿰	米	臰
51984	𥽄	V	⿰	米	綂
51985	𥽅	TP	⿰	米	痺
51986	𥽆	T	⿰	米	粲
51987	𥽇	GTV	⿰	米	感
51988	𥽈	G	⿰	米	豊
51989	𥽉	GT	⿰	米	𥇡
51991	𥽋	HT	⿰	米	僉
51992	𥽌	V	⿰	米	道
51993	𥽍	V	⿰	米	禁
51994	𥽎	V	⿰	米	嫌
51995	𥽏	GTP	⿱	𰯲	米
51997	𥽑	GT	⿱	𥺘	米
51999	𥽓	G	⿰	米	麽
51999	𥽓	Z	⿰	米	麼
52000	𥽔	V	⿰	米	綿
52001	𥽕	T	⿰	米	察
52002	𥽖	T	⿰	米	㡭
52003	𥽗	GT	⿰	米	樂
52004	𥽘	GTP	⿰	米	蔑
52005	𥽙	GT	⿰	畨	臭
52008	𥽜	J	⿰	米	慮
52009	𥽝	T	⿰	米	慶
52010	𥽞	T	⿰	米	墨
52011	𥽟	G	⿰	米	憂
52013	𥽡	V	⿰	分	糞
52014	𥽢	V	⿰	米	樊
52015	𥽣	GT	⿰	米	𩃏
52016	𥽤	V	⿰	支	糞
52017	𥽥	GT	⿰	米	霍
52020	𥽨	G	⿰	米	磨
52021	𥽩	V	⿰	米	遲
52022	𥽪	V	⿰	米	篤
52023	𥽫	K	⿰	米	燕
52024	𥽬	GT	⿰	米	襄
52025	𥽭	GT	⿰	米	闌
52026	𥽮	GT	⿰	米	霛
52028	𥽰	GTP	⿰	米	糜
52029	𥽱	G	⿰	䊆	産
52029	𥽱	T	⿰	䊆	產
52032	𥽴	GT	⿰	米	𡫥
52033	𥽵	V	⿰	米	繞
52034	𥽶	GTP	⿰	米	覈
52035	𥽷	GTP	⿰	米	贊
52036	𥽸	GT	⿰	米	䜌
52037	𥽹	GTP	⿰	粟	喿
52038	𥽺	T	⿰	米	羅
52039	𥽻	GT	⿰	米	黨
52040	𥽼	GT	⿰	米	藺
52041	𥽽	GP	⿰	𥻆	産
52041	𥽽	T	⿰	𥻆	產
52042	𥽾	T	⿰	米	𣍘
52045	𥾁	GT	⿰	米	𪉷
52046	𥾂	GT	⿰	米	靈
52047	𥾃	V	⿰	米	蠻
52048	𥾄	GTP	⿱	𠨋	米
52049	𥾅	GT	⿰	糹	十
52050	𥾆	GT	⿰	糹	𠃏
52051	𥾇	GT	⿰	糹	了
52051	𥾇	P	⿰	糸	了
52052	𥾈	T	⿱	八	糸
52053	𥾉	T	⿰	糹	勹
52054	𥾊	GT	⿰	糹	几
52055	𥾋	GV	⿰	糹	乃
52056	𥾌	GT	⿰	糹	孑
52056	𥾌	P	⿰	糸	孑
52057	𥾍	GT	⿰	糹	干
52058	𥾎	GT	⿰	糹	丌
52059	𥾏	GT	⿰	糹	弓
52060	𥾐	GT	⿰	糹	弋
52061	𥾑	GT	⿰	糹	？
52063	𥾓	GT	⿰	糹	个
52064	𥾔	X	㇯	納	丶
52065	𥾕	G	⿰	糹	兀
52066	𥾖	GT	⿰	糹	𫶧
52067	𥾗	V	⿰	糹	小
52068	𥾘	V	⿰	糹	士
52069	𥾙	GT	⿰	糹	㸦
52070	𥾚	GT	⿰	糹	冗
52071	𥾛	GTV	⿰	糹	切
52072	𥾜	GT	⿱	凶	糸
52073	𥾝	GT	⿰	糹	丏
52073	𥾝	P	⿰	糸	丏
52073	𥾝	Z	⿰	糹	丐
52074	𥾞	GT	⿰	糹	𠚪
52075	𥾟	G	⿱	亓	糸
52076	𥾠	GT	⿰	糹	刅
52077	𥾡	G	⿰	糹	匀
52077	𥾡	T	⿰	糹	勻
52078	𥾢	GT	⿰	糹	冄
52079	𥾣	GT	⿰	糹	支
52079	𥾣	P	⿰	糸	支
52080	𥾤	GT	⿰	糹	㕛
52081	𥾥	GT	⿱	爻	糸
52082	𥾦	GT	⿰	糹	亓
52083	𥾧	GT	⿰	糹	巿
52084	𥾨	G	⿰	糹	气
52085	𥾩	GT	⿱	反	糸
52086	𥾪	GT	⿰	糹	仒
52087	𥾫	GT	⿰	糹	丰
52088	𥾬	T	⿰	糹	𢆰
52089	𥾭	G	⿰	糹	𤓰
52089	𥾭	T	⿰	糹	爪
52090	𥾮	GT	⿰	糹	戈
52091	𥾯	GTU	⿰	糹	弔
52092	𥾰	GT	⿰	糹	廿
52093	𥾱	G	⿰	糹	扎
52097	𥾵	TV	⿰	糹	反
52098	𥾶	T	⿰	糹	月
52099	𥾷	T	⿰	糹	升
52100	𥾸	TV	⿰	糹	勿
52101	𥾹	G	⿰	糹	手
52102	𥾺	GT	⿰	糹	从
52103	𥾻	GT	⿱	六	糸
52105	𥾽	V	⿰	糹	卞
52106	𥾾	V	⿰	糹	仆
52107	𥾿	V	⿰	糹	午
52108	𥿀	V	⿰	糹	日
52109	𥿁	V	⿰	糹	王
52110	𥿂	V	⿰	糹	心
52111	𥿃	GTP	⿱	加	糸
52112	𥿄	GT	⿰	糹	氐
52112	𥿄	P	⿰	糸	氐
52113	𥿅	GT	⿱	矢	糸
52114	𥿆	GT	⿰	糹	司
52114	𥿆	P	⿰	糸	司
52115	𥿇	GT	⿰	糹	疋
52115	𥿇	P	⿰	糸	疋
52116	𥿈	GT	⿰	糹	叐
52116	𥿈	P	⿰	糸	叐
52117	𥿉	GT	⿰	糹	末
52117	𥿉	P	⿰	糸	末
52118	𥿊	GT	⿰	糹	斥
52119	𥿋	GT	⿰	糹	弁
52119	𥿋	P	⿰	糸	弁
52120	𥿌	GT	⿰	糹	幼
52121	𥿍	GT	⿰	糹	古
52122	𥿎	GT	⿰	糹	夗
52123	𥿏	GT	⿱	弗	糸
52125	𥿑	GT	⿰	糹	𠕁
52126	𥿒	GT	⿰	糹	𠕵
52127	𥿓	G	⿰	糹	㠯
52129	𥿕	TV	⿰	糹	占
52130	𥿖	T	⿰	糹	四
52131	𥿗	TV	⿰	糹	只
52132	𥿘	T	⿰	糹	禾
52135	𥿛	G	⿰	糹	冉
52136	𥿜	GT	⿰	糹	尓
52136	𥿜	Z	⿰	糹	尔
52137	𥿝	G	⿱	代	糸
52138	𥿞	G	⿰	糹	他
52139	𥿟	GT	⿱	𣎵	糸
52140	𥿠	J	⿰	糸	布
52140	𥿠	V	⿰	糹	布
52141	𥿡	HTV	⿰	糹	尼
52143	𥿣	V	⿰	糹	巧
52144	𥿤	V	⿰	糹	丘
52145	𥿥	V	⿰	糹	仕
52146	𥿦	GT	⿰	糹	舟
52146	𥿦	P	⿰	糸	舟
52147	𥿧	GT	⿰	糹	向
52147	𥿧	P	⿰	糸	向
52148	𥿨	GT	⿰	糹	名
52148	𥿨	P	⿰	糸	名
52149	𥿩	GTP	⿱	次	糸
52150	𥿪	GT	⿰	糹	㠩
52151	𥿫	GT	⿰	糹	多
52152	𥿬	GT	⿰	糹	屰
52153	𥿭	GT	⿰	糹	𠫤
52154	𥿮	GT	⿰	糹	式
52155	𥿯	GT	⿰	糹	𠂢
52155	𥿯	P	⿰	糸	𠂢
52156	𥿰	GT	⿰	糹	朶
52156	𥿰	P	⿰	糸	朶
52157	𥿱	GT	⿰	糹	孕
52159	𥿳	GT	⿰	糹	囟
52160	𥿴	GT	⿰	糹	𣎽
52162	𥿶	GT	⿰	糹	而
52164	𥿸	GT	⿰	糹	𢁙
52165	𥿹	GT	⿰	糹	亦
52166	𥿺	GTV	⿰	糹	妄
52167	𥿻	J	⿰	糸	旨
52167	𥿻	Z	⿰	糹	旨
52168	𥿼	TU	⿰	糹	巟
52169	𥿽	T	⿰	糹	安
52170	𥿾	T	⿰	糹	守
52171	𥿿	T	⿱	？	糸
52172	𦀀	T	⿱	安	糸
52173	𦀁	T	⿰	糹	叒
52174	𦀂	T	⿹	𢦏	糸
52177	𦀅	TV	⿰	糹	年
52179	𦀇	GT	⿰	糹	𡉊
52180	𦀈	G	⿰	糹	先
52181	𦀉	GT	⿰	糹	朵
52182	𦀊	V	⿰	糹	夷
52183	𦀋	V	⿰	糹	冰
52184	𦀌	J	⿰	糸	如
52184	𦀌	V	⿰	糹	如
52185	𦀍	V	⿰	糹	𱤽
52186	𦀎	V	⿰	糹	列
52187	𦀏	V	⿰	糹	收
52188	𦀐	V	⿰	糹	庄
52189	𦀑	V	⿰	糹	刘
52190	𦀒	GT	⿱	冃	紆
52190	𦀒	P	⿱	日	紆
52191	𦀓	GT	⿰	糹	辛
52192	𦀔	GT	⿰	糹	甹
52193	𦀕	GT	⿰	糹	邑
52194	𦀖	GTV	⿰	糹	劫
52195	𦀗	GTV	⿰	糹	赤
52195	𦀗	J	⿰	糸	赤
52196	𦀘	GT	⿰	糹	坒
52197	𦀙	GT	⿰	糹	囱
52198	𦀚	GT	⿰	糹	呈
52198	𦀚	P	⿰	糸	呈
52199	𦀛	GT	⿰	糹	沙
52200	𦀜	GT	⿰	糹	壯
52200	𦀜	P	⿰	糸	壯
52201	𦀝	GT	⿰	糹	囧
52202	𦀞	GT	⿰	糹	𠄢
52203	𦀟	GTP	⿱	沙	糸
52204	𦀠	GT	⿰	糹	㐬
52204	𦀠	P	⿰	糸	㐬
52205	𦀡	GHT	⿰	糹	吾
52206	𦀢	GT	⿰	糹	𭻾
52208	𦀤	GTV	⿱	旲	糸
52210	𦀦	GT	⿰	糹	帋
52211	𦀧	GT	⿱	劭	糸
52212	𦀨	GV	⿰	糹	那
52214	𦀪	V	⿰	糹	伯
52216	𦀬	T	⿰	糹	良
52217	𦀭	T	⿰	糹	𬉸
52219	𦀯	T	⿰	糹	局
52220	𦀰	T	⿰	糹	𡉤
52222	𦀲	T	⿰	糹	君
52223	𦀳	T	⿰	糹	寿
52224	𦀴	TV	⿰	糹	芒
52225	𦀵	TV	⿰	糹	串
52227	𦀷	T	⿰	糹	夋
52228	𦀸	G	⿰	糹	皃
52229	𦀹	V	⿰	糹	村
52230	𦀺	V	⿰	糹	車
52231	𦀻	V	⿰	糹	改
52232	𦀼	V	⿰	糹	𡶀
52233	𦀽	V	⿰	糹	告
52234	𦀾	V	⿰	糹	床
52235	𦀿	V	⿰	糹	尾
52236	𦁀	V	⿰	糹	貝
52237	𦁁	V	⿰	糹	忸
52238	𦁂	V	⿰	糹	伴
52240	𦁄	GT	⿰	糹	辰
52241	𦁅	V	⿰	糹	初
52242	𦁆	GT	⿰	糹	叀
52243	𦁇	G	⿰	糹	𫝹
52244	𦁈	GHT	⿰	糹	空
52245	𦁉	GT	⿰	糹	妾
52245	𦁉	P	⿰	糸	妾
52246	𦁊	GT	⿰	糹	卦
52247	𦁋	GT	⿹	？	糸
52248	𦁌	GT	⿰	糹	侌
52249	𦁍	GT	⿰	糹	㸒
52249	𦁍	P	⿰	糸	㸒
52250	𦁎	GT	⿰	糹	昔
52251	𦁏	GT	⿰	糹	奄
52251	𦁏	P	⿰	糸	奄
52252	𦁐	GT	⿰	糹	屈
52252	𦁐	P	⿰	糸	屈
52253	𦁑	GT	⿰	糹	㚔
52256	𦁔	GT	⿰	糹	㤁
52257	𦁕	GT	⿰	糹	忽
52258	𦁖	GT	⿰	糹	宙
52259	𦁗	GT	⿰	糹	步
52259	𦁗	UCS2003	⿰	糹	歩
52260	𦁘	GT	⿱	𭣤	糸
52263	𦁛	GT	⿰	糹	𣏋
52264	𦁜	GT	⿰	糹	𣏼
